Entity,Year,rice_production,tomatoes_production ,tea_production,potatoes_production,cocoa_beans_production,meat_chicken_production,bananas_production
El Salvador,2015,301920,20303852,127490,116656730,36808,18824712,2839.69
El Salvador,2016,391440,19910822,127490,115397384,37037,1098572,2729.08
El Salvador,2017,491603,21326496,127490,124574390,40165,1119588,2348.58
El Salvador,2018,463975,23507236,127490,116572950,52827,1113712,2412
El Salvador,2019,481134,22613588,127490,109119720,45117,945150,4450
El Salvador,2020,569524,21211516,127490,115051256,39318,1039152,4840
El Salvador,2021,604000,20950258,122436,104795630,44137,1130102,4790
Eritrea,1993,641491.56,20766058,127490,107253530,41787.19,1176226,5170
Eritrea,1994,687678.94,23595130,127490,106598850,36380,1254153,16400
Eritrea,1995,722080.1,21786300,122436,102507650,33876.17,1363550,17000
Eritrea,1996,769400.9,21677172,127490,118374010,40046.99,1615866,19700
Eritrea,1997,925000,21689562,127490,116766360,46255.12,1774478,16500
Eritrea,1998,986900,20949098,127490,129932030,35420.4,1929959,26000
Eritrea,1999,1231200,22646112,127490,120541830,39567.15,2062464,26000
Eritrea,2000,81247,24205456,127490,109422150,51219.22,2291995,31000
Eritrea,2001,68388,24102444,127490,116925910,42173.2,2466575,32000
Eritrea,2002,76861,24039720,127490,122774520,47001.86,2441548,28000
Eritrea,2003,106759,23024708,127490,121794570,49155.26,2827468,24000
Eritrea,2004,104461,23339150,127490,105657150,44489.9,3101751,19000
Eritrea,2005,80138,22918114,127490,116624720,54200.14,3335624,18000
Eritrea,2006,93425,24497320,122436,101895260,56791.42,3448560,15000
Eritrea,2007,102468,10886275,122436,110766630,55193,3611889,13000
Eritrea,2008,101404,10932079,122436,110866860,57863.37,3615672,18000
Eritrea,2009,78757,11482570,122436,112745700,65970.44,3795499,21000
Eritrea,2010,70494,12312476,95838.8,96415800,46977.27,3954515,19000
Eritrea,2011,74000,12412308,108137.8,98638820,55768.64,4123312,20841
Eritrea,2012,84458,13181252,108137.8,100056824,45808.51,4397908,21276
Eritrea,2013,105000,13986074,122436,104302220,48398,4588886,16308
Eritrea,2014,102000,13820716,122436,108071490,52393.65,4700045,14677
Eritrea,2015,69000,14348293,200668.8,78024910,42.798.832,4673830,13971
Eritrea,2016,94000,15202430,108137.8,95955390,45014.15,4672423,13817
Eritrea,2017,95000,15645479,83245.8,83541736,42936.7,4272442,13835
Eritrea,2018,86700,15568543,83245.8,81125380,39528.58,3119760,12500
Eritrea,2019,80100,18304100,122436,95354360,41533.49,2812503,12500
Eritrea,2020,85900,18996132,122436,96491300,43766.55,2495505,12800
Eritrea,2021,82500,18442164,108137.8,93278830,49077.26,2315886,14000
Estonia,2018,86300,17941524,108137.8,91156376,14261,2187706,12800
Estonia,2019,95000,18130890,95838.8,87510270,19914,2154921,12000
Estonia,2020,103765,20504752,95838.8,85419240,21600,2361489,11200
Estonia,2021,121000,22906292,108137.8,82505816,24425,2425173,10000
Eswatini,1961,137000,20524530,297171.2,69683736,23549,2505033,9000
Eswatini,1962,125000,21921064,297171.2,71939750,22942,2823587,8700
Eswatini,1963,106202,22241884,108137.8,88395650,25498,3132965,8300
Eswatini,1964,99000,23459578,268639.2,67452160,27737,3055036,6100
Eswatini,1965,89000,25994658,78311.8,71686600,30557,3269740,3400
Eswatini,1966,106000,25045244,108137.8,80255590,29590,3716398,3300
Eswatini,1967,149476.4,23262794,53532.6,69519380,32699,4043000,4000
Eswatini,1968,191364.45,22410216,53532.6,70838440,31953,4424526,4050
Eswatini,1969,211599,22172276,53532.6,69844130,25507,4640443,4100
Eswatini,1970,221906.33,24615396,93158.8,77063416,35758,5478677,4100
Eswatini,1971,217376.98,23954724,53532.6,67590010,38569,5851406,3100
Eswatini,1972,189518.2,23246642,53532.6,65280212,34302,6266594,3000
Eswatini,1973,170465.34,18461762,64693.6,58030420,31663,7080968,386
Eswatini,1974,140042.66,18350012,67599.2,64992410,32099,7421312,3871
Eswatini,1975,150187,19096210,64693.6,56808884,30085,7813501.5,3401
Eswatini,1976,165532.2,19154390,88394.4,51381024,33622,8198808.5,3060
Eswatini,1977,162443.23,19706142,64693.6,58410536,35445,8440119,2547
Eswatini,1978,168311.27,17730824,64693.6,55764496,28535,8814797,2998.76
Eswatini,1979,164965.78,20428434,64693.6,56760784,31482,9489063,4490.51
Eswatini,1980,179166,21938800,88394.4,50915868,36947,9765220,5833.97
Eswatini,1981,195340,21250088,64693.6,57354580,39389,9848879,6635
Eswatini,1982,185295.84,20266352,88394.4,50251056,36808,9714631,6635
Eswatini,1983,214963.84,19873822,103453.8,48931524,37037,4500,6635
Eswatini,1984,208209.95,21291494,88556,54808044,40165,4725,6635
Eswatini,1985,250684.9,23473804,103453.8,48228612,52827,5220.96,6635
Eswatini,1986,230661.72,22579482,88394.4,51101396,45117,5541.96,5030
Eswatini,1987,235939.31,21181212,64693.6,56245696,39318,6390.96,3779
Eswatini,1988,229381.03,20920872,103453.8,46776630,44137,6420,2458
Eswatini,1989,263646.1,20742614,88394.4,51085360,41787.19,6981,3253
Eswatini,1990,277482.3,23574808,88556,52873910,36380,6993.96,165000
Eswatini,1991,255418,21767986,88394.4,50444270,33876.17,7620,163000
Eswatini,1992,222690,21660000,127490,120262650,40046.99,9099.96,168000
Eswatini,1993,220930,21673770,127490,118757800,46255.12,10400.04,162000
Eswatini,1994,287410,20935814,127490,131576770,35420.4,11325.24,162000
Eswatini,1995,241650,22629550,127490,122370850,39567.15,10895.64,162000
Eswatini,1996,12563,24189402,127490,110915670,51219.22,12980.88,173000
Eswatini,1997,16359,24089080,127490,118468700,42173.2,12980.88,140000
Eswatini,1998,18032,24024514,127490,124808600,47001.86,15166.2,145000
Eswatini,1999,19900,23009168,127490,123426260,49155.26,18240,126000
Eswatini,2000,13151,23323010,127490,107197120,44489.9,20064,148000
Eswatini,2001,14698,22902974,127490,118289930,54200.14,20400,174000
Eswatini,2002,20706,24482180,127490,103582430,56791.42,20040,161213
Eswatini,2003,25061,6933849,431805,112164750,55193,24768,166880
Eswatini,2004,14505,7035014,431805,112342580,57863.37,27480,157523
Eswatini,2005,22663,7433167,434255,114541360,65970.44,30456,151249
Eswatini,2006,38008,8061709,86955.2,97715870,46977.26,36576,141907
Eswatini,2007,30407,8403792,86955.2,99517880,55768.64,43860,170256
Eswatini,2008,25074,9038197,97112.8,101737120,45808.51,54480,115476
Eswatini,2009,19644,9223279,111861.8,105877700,48398,52320,83275
Eswatini,2010,27539,9349362,279083.2,109531070,52393.65,54396,125221
Eswatini,2011,24104,9908766,83245.8,79474610,42798.84,59328,166500
Eswatini,2012,24835,10288557,86955.2,97449390,45014.15,69852,141500
Eswatini,2013,26344,10448153,83245.8,85155850,42936.7,76133,162900
Eswatini,2014,36929,10428217,83245.8,82333840,39528.58,80355,127025
Eswatini,2015,42334,11581669,95838.8,97002776,41533.49,80327,144135
Eswatini,2016,33000,12346196,97112.8,98322270,43766.56,102000,146699
Eswatini,2017,49010,12023305,95838.8,94965300,49077.26,105000,150464
Eswatini,2018,45770,10913506,86955.2,92966424,1300,148663,109016
Eswatini,2019,44450,11337733,83245.8,89333176,1200,177233,101568
Eswatini,2020,38400,12567308,83245.8,87045150,1000,107516,132557
Eswatini,2021,47932,14074976,83245.8,84367810,900,148000,148296
Ethiopia,1993,58935,12909202,81516.2,71708520,700,193759,133554
Ethiopia,1994,34736,13776819,83245.8,74602610,500,207961,115646
Ethiopia,1995,44896,14154163,95838.8,90798650,500,208620,89248
Ethiopia,1996,44427,15380598,70901.8,69754870,500,210937,87105
Ethiopia,1997,47486,17405586,83245.8,74053464,600,207666,141135
Ethiopia,1998,40436,17187460,83245.8,83061150,648,209774,108093
Ethiopia,1999,47650,14698160,81516.2,72418610,530,300000,115464
Ethiopia,2000,38810,14053948,17.6,73294216,504,336000,125700
Ethiopia,2001,30581,13959592,17.6,72850760,500,325504,110000
Ethiopia,2002,21358,16029658,6247.2,77063416,500,354642,100000
Ethiopia,2003,21942,15762922,17.6,67590010,810,382505,121239
Ethiopia,2004,30692,15182327,17.4,65280212,925,399257,89480
Ethiopia,2005,48398,14019958,17.4,58030420,768,393071,66890
Ethiopia,2006,45223,14205340,6247.2,64992410,1192,455224,52250
Ethiopia,2007,28939.19,15088422,2350,56808884,1450,485314,369000
Ethiopia,2008,19218.71,14586618,17,51381024,1640,511271,335500
Ethiopia,2009,19753.95,15985399,213260.6,58410536,1751,548073,362100
Ethiopia,2010,22003.77,14577207,17,55764496,1515,459886,332400
Ethiopia,2011,24952.12,16381065,19,56760784,1332,441832,285800
Ethiopia,2012,22407.46,17898896,17,50915868,1987,505100,336300
Ethiopia,2013,21681.72,17762528,213260.6,57354580,1406,452047,336800
Ethiopia,2014,23972.36,16547470,220187.6,50251060,1696,437094,452100
Ethiopia,2015,28703.33,16008661,220187.6,48931524,1551,46000,478200
Ethiopia,2016,29624.12,17432316,227377.2,54808044,171,46000,486700
Ethiopia,2017,30404.3,19758950,241733.6,48228612,649,46000,450000
Ethiopia,2018,31135,18346074,227377.2,51101396,629,45000,440000
Ethiopia,2019,32245.88,16503238,17,56245692,636,46000,429000
Ethiopia,2020,33615.73,16829788,227377.2,46776630,592,47000,439900
Ethiopia,2021,32826.48,16326259,36672,51085360,551,48000,374000
Ethiopia (former),1961,33747.27,18322588,36672,52873910,913,48500,451000
Ethiopia (former),1962,31831,16799544,241733.6,50444270,850,50000,450000
Ethiopia (former),1963,32564,16209899,447484,1737,791,53000,465000
Ethiopia (former),1964,22776,15851916,447484,1651,736,55000,380000
Ethiopia (former),1965,23583,15281074,36672,1856,685,58000,449000
Ethiopia (former),1966,33000,16698722,39329.8,1529,638,56000,500000
Ethiopia (former),1967,210940,17998774,46955.8,1429,593,60000,592000
Ethiopia (former),1968,220270,18380182,50040.6,1614,301,63000,433000
Ethiopia (former),1969,230015,17953640,59016,1428,354,67000,429000
Ethiopia (former),1970,240190,16708380,61814,1483,417,71239,484000
Ethiopia (former),1971,250810,17039600,50040.6,1227,431,72485,474000
Ethiopia (former),1972,261905,16636050,50040.6,1636,466,69857,438000
Ethiopia (former),1973,273490,17888940,66912.6,1301,653,84753,398000
Ethiopia (former),1974,285585,6994849,66912.6,1176,686,101000,497000
Ethiopia (former),1975,298215,7098264,66912.6,1058,707,122000,454215
Ethiopia (former),1976,311405,7495342,66912.6,1065,561,165000,504979
Ethiopia (former),1977,325180,8148389,72471.8,1006,611,191000,484095
Ethiopia (former),1978,339565,8479177,72584.6,1355,711,172029,489900
Ethiopia (former),1979,354580,9111727,69372,1300,749,180086,638000
Ethiopia (former),1980,370265,9324294,69372,1300,627,207302,780000
Ethiopia (former),1981,386640,9430562,66415.8,1300,641,178866,916000
Ethiopia (former),1982,403740,9993066,50040.6,1300,572,185000,810000
Ethiopia (former),1983,421600,10378157,55295.6,1300,668,195000,1035000
Ethiopia (former),1984,440250,10544253,66912.6,1300,660,225000,913000
Ethiopia (former),1985,459720,10529817,69469.6,1330,567,238000,955000
Ethiopia (former),1986,480055,11702269,69469.6,1350,1000,250000,1602306
Ethiopia (former),1987,501290,12476396,66415.8,1400,1000,275000,1762537.5
Ethiopia (former),1988,523460,12157705,69372,1400,1000,317000,1719165
Ethiopia (former),1989,546610,11062856,70647.4,1400,9271,326605,1894918.4
Ethiopia (former),1990,570790,11467933,69469.6,1400,14000,440669,2057603.9
Ethiopia (former),1991,596035,12682908,70647.4,1400,15500,431241,1945049.5
Ethiopia (former),1992,622395,14175876,69469.6,1450,18706,484704,2292460.2
Europe,1961,649925,13002202,69469.6,1478.96,20438,513312,2297704
Europe,1962,678670,13872319,69469.6,1517.58,19200,538978,2678159
Europe,1963,708690,14272563,72471.8,1508.43,21400,659647,2560574.2
Europe,1964,740035,15505698,70293.4,1512.96,23900,600745,2880465.8
Europe,1965,772765,17550686,64211.6,1514.12,26600,556967,2978324
Europe,1966,806945,17347048,68756.2,1512.33,26100,569236,3307038
Europe,1967,842635,14878340,64211.6,1508.03,29100,616000,3424926.2
Europe,1968,879905,14229018,312,1501.68,29300,704702,3796114.5
Europe,1969,918825,14164892,284,1493.82,23300,628799,3775149.5
Europe,1970,959460,16254878,315.6,1484.85,33300,671059,4082703
Europe,1971,1001900,16031322,312,1474.88,36000,744014,4207229
Europe,1972,1046215,15496287,289,1461.93,31900,796025,3911126
Europe,1973,1092490,14349858,292.8,1451.77,28500,822171,4055498
Europe,1974,1140809,14552240,277.4,1442.74,29500,952707,4272645
Europe,1975,1033519,15397756,289,1434.73,27000,1035000,95000
Europe,1976,1088669,14929508,289,1428.16,31200,1027603,86000
Europe,1977,1146763,16270899,267,1400,31700,1007092,81000
Europe,1978,1207956,14880197,263.8,1423.95,25909,1302922,81000
Europe,1979,1272415,16696565,209.2,1427.52,27572,1324327,87000
Europe,1980,1340313,18191286,241.4,1414.55,32701,1542000,80000
Europe,1981,1401592,17762528,241.4,1456.69,35239,2034000,65000
Europe,1982,1534088,16547470,185,1500,32661,2232206.2,75000
Europe,1983,1455932,16008661,209.2,1600,32000,2815,80000
Europe,1984,1613730,17432314,193.4,1693.31,36000,2943,85000
Europe,1985,1792801,19758950,188.2,1391.46,47000,3083,80000
Europe,1986,1918841,18346074,188.2,1561.59,38343,3238,70000
Europe,1987,2053359,16503238,200.8,1522.2,31946,3401,92925
Europe,1988,1970515,16829788,185,1527.27,37294,3580,93870
Europe,1989,2047365,16326259,185,1540.04,35735,3772,94815
Europe,1990,2136242,18322588,277.4,1545.44,31275,3974,95850
Europe,1991,2197907,16799544,185,1550.84,29000,4205,96750
Europe,1992,2339747,16209899,274,20,36000,4430,97718
Europe,1993,2385929,15851916,256.6,20,40000,4290,98694
Europe,1994,2459015,15281074,277.4,40,29800,4300,99600
Europe,1995,2475325,16698722,226.6,120,35600,4300,100600
Europe,1996,50000,17998774,209.2,50,46800,4343,101600
Europe,1997,50000,18380182,169.4,110,38800,5912,102600
Europe,1998,50000,17953640,200.8,100,42400,8277,103600
Europe,1999,45000,16708380,188.2,150,42500,12963,104700
Europe,2000,47000,17039600,226.6,457,38900,14923,106000
Europe,2001,48000,16636050,169.4,1016,47800,16117,107000
Europe,2002,45000,17888940,169.4,300,51100,13176,119000
Europe,2003,45000,0,185,300,49300,15984,110218
Europe,2004,27500,0,210.2,216,51500,16440,121231
Europe,2005,35000,2635,169.4,350,59400,18453,113362
Europe,2006,27000,2061,169.4,700,39400,22805,124699
Europe,2007,32000,2500,185,750,47600,24732,137168
Europe,2008,28000,2600,200.2,700,38700,28841,150884
Europe,2009,35000,2667,169.4,500,41200,28771,150000
Europe,2010,67000,2300,169.4,550,45368.79,31906,149400.44
Europe,2011,80000,1949,232.4,400,36100,37666,149608.17
Europe,2012,60000,2400,210.2,300,38000,32500,150000
Europe,2013,40000,2800,326.8,300,36900,35550,150527.56
Europe,2014,40000,2643.65,390,250,33300,39970,151209.62
Europe,2015,42000,2700,212,200,35700,44190,151885.03
Europe,2016,80000,2591.98,266.8,200,38000,37568,152559.1
Europe,2017,103150,2611.31,232.4,150,42000,40033,153146.38
Europe,2018,85000,2800,390,150,2688,40560,153980.27
Europe,2019,105000,3000,370,130,2464,43518,154874.05
Europe,2020,105000,3600,370,110,2670,47870,155000
Europe,2021,110000,3300,348.4,128,2674,46240,160000
Europe (FAO),1961,105000,60,560201,120,1836,76138,162000
Europe (FAO),1962,98297,590,560201,93,2149,74075,176415.19
Europe (FAO),1963,110238,232,560201,25,2301,78539,191905.23
Europe (FAO),1964,123314,176,590529.2,102,1795,78550,210000
Europe (FAO),1965,123264,241.5,560201,85,2412,92111,215000
Europe (FAO),1966,123612,254,590529.2,85,2107,98625,211979.69
Europe (FAO),1967,125907,356,409724.6,80,2173,101364,211959.38
Europe (FAO),1968,131017,373.8,315.6,89.36,2231,106818,216227.23
Europe (FAO),1969,133266,448,312,73.28,2406,96136,220828.98
Europe (FAO),1970,120207,495,312,76.51,2545,97727,225265.94
Europe (FAO),1971,99940,1238.3,312,99.04,2658,104545.45,226705.72
Europe (FAO),1972,87200,1633.05,284,76.9,2607,108519,224266.88
Europe (FAO),1973,80300,5600,284,77.1,3998,109545,225412.84
Europe (FAO),1974,106081,5400,284,77.6,4039,113850,225461.81
Europe (FAO),1975,85056,6800,284,70,4262,117682,250
Europe (FAO),1976,87865,6900,284,80,4420,127273,600
Europe (FAO),1977,88380,6400,241.2,156.6,5312,136318,1200
Europe (FAO),1978,89192,5900,277.4,230.97,6045,136238.19,1800
Europe (FAO),1979,98340,7200,209.2,290.07,6145,143925,2400
Europe (FAO),1980,106000,6000,211.4,434,6501,146782,3000
Europe (FAO),1981,127250,8200,241.2,521,8033,131541.8,4000
Europe (FAO),1982,148757,8200,183.6,854,11082,133627.64,4800
Europe (FAO),1983,181894,18000,209.2,178,14080,56,4500
Europe (FAO),1984,209240,17300,199.4,45,16658,64,4200
Europe (FAO),1985,175213,16090,183.6,267,17813,64,4000
Europe (FAO),1986,198504,19570,183.6,266,14796,64,3845.07
Europe (FAO),1987,209717,19600,209.2,270,15473,65.6,3731.84
Europe (FAO),1988,133000,19700,199.4,24,15000,72,3677.07
Europe (FAO),1989,170000,19940,199.4,44,14970,72,3832.67
Europe (FAO),1990,186000,23390,284,0,13446,72,3888.96
Europe (FAO),1991,165000,25460,199.4,0,22704,96,3916.95
Europe (FAO),1992,176000,25060,274,1057135,22867,96,4096.32
Europe (FAO),1993,187000,29390,256.6,950182,19504,96,4300
Europe (FAO),1994,198142,29690,277.4,1221200,22134,104,4570.3
Europe (FAO),1995,213918,34830,211.4,850200,20964,104,4817.56
Europe (FAO),1996,215103,29628,209.2,1257400,25049,104,5000
Europe (FAO),1997,220991,28050,169.6,1066400,23652,112,5200
Europe (FAO),1998,163616,26699,209.2,880600,24219,112,5800
Europe (FAO),1999,299507,28080,199.4,908200,24214,112,6200
Europe (FAO),2000,246046,30145,211.4,779300,25921,120,6582.21
Europe (FAO),2001,279901,29822,183.6,1135900,25257,120,7016.85
Europe (FAO),2002,222635,31857,192.2,803100,31676,120,7500
Europe (FAO),2003,176000,30014,209.2,715600,31387,128,7936.7
Europe (FAO),2004,191106,30346,199.6,669000,34003,136,8250.21
Europe (FAO),2005,209697,30778,173,525200,36803,136,8511.06
Europe (FAO),2006,185140,34608,192.2,679600,46613,136,8232.65
Europe (FAO),2007,158566,31282,209.2,947900,56499,140,8314.66
Europe (FAO),2008,168991,33192,169.4,736500,62491.58,144,8352.79
Europe (FAO),2009,280524,33014,180.2,745700,71175.41,148,8300.04
Europe (FAO),2010,292000,31455,169.4,674100,81651,152,8322.5
Europe (FAO),2011,173000,35560,243.8,736200,92592,156,8325.11
Europe (FAO),2012,355000,35349,200.2,477800,107921.51,168,3000
Europe (FAO),2013,305000,34193,370,601100,121814,172,4000
Europe (FAO),2014,240490,36402,390,804000,134675.73,176,4896
Europe (FAO),2015,281762,35798,208.8,745100,141775.25,180,4966
Europe (FAO),2016,275956,34599,293.8,707700,158943.58,184,4440
Europe (FAO),2017,298334,37966,243.8,773200,160221.69,188,5101
Europe (FAO),2018,246000,38743,390,490500,3200,192,5293
Europe (FAO),2019,301833,38171,390,854500,3400,196,5114
Europe (FAO),2020,256167,40467,370,981300,3500,200,5754
Europe (FAO),2021,275500,38383,348.4,881400,4180,208,5761
European Union (27),1961,243398,39198,27140,672100,4011,216,6262
European Union (27),1962,226761,40163,61933,673200,4000,224,6715
European Union (27),1963,237183,38347,37261.6,777200,3500,224,8271
European Union (27),1964,155740,38335,27140,725600,4100,224,4536
European Union (27),1965,251321,39890,37261.6,798000,4400,224,4536
European Union (27),1966,286000,38891,27140,765700,4300,232,4082
European Union (27),1967,336207,40621,27140,754100,3600,232,4990
European Union (27),1968,378432,39386,370,590700,3500,232,6200
European Union (27),1969,525500,39320,380,791100,3600,232,4900
European Union (27),1970,543437,40450,380,785200,4100,232,4900
European Union (27),1971,568168,41250,380,732800,3313,232,4990
European Union (27),1972,522907,37590,332,780100,3200,240,4990
European Union (27),1973,562260,530400,332,617400,2944,243.35,5000
European Union (27),1974,448740,563260,380,619400,3082,244,11200
European Union (27),1975,495862,420470,332,742700,3827,245.34,16200
European Union (27),1976,443654,522380,332,575700,4141,247.57,17400
European Union (27),1977,546183,587900,312,701600,4125,248.54,9500
European Union (27),1978,500911,616000,312,684400,5348,249.84,14200
